Speaker,About,Sentence
Phoebe,Rachel,"Well I'm sorry Rachel, but I'm not like you, ok? Not everyone    can afford help. "
Ross,Joey,Where the hell are Joey and Molly? I asked you to watch them.
Ross,Molly,Where the hell are Joey and Molly? I asked you to watch them.
Joey,Molly,"So you see, Molly, what people don't understand is that acting is a discipline.    It takes a lot of hard work."
Joey,Molly,Molly ... people don't study acting ...
Ross,Molly,"Molly, ah, do you mind giving us just a minute?"
Woman,Molly,"Hi, is Molly here?"
Ross,Molly,"Yeah, come on in. Molly?"
Phoebe,Bob,"Yeah, ok. I guess you're right. Allright, so we should just give them away.    But to nice families, with children, and reduced fat wheat thins. They're Bob's    favorites. "
Monica,Gavin,"Well, at least you have one thing to be happy about. That jerk Gavin from    your office didn't show up "
Rachel,Gavin,"See, Gavin, you're capable of being a nice guy. Why did you give me such    a hard time?"
Rachel,Monica,Well Monica seems to think it's because you have feelings for me.
Rachel,Gavin,"See? Why, Gavin, why? Right when I'm about to change my opinion    of you, you go and you ... "
Rachel,Joey,"Oh, Joey, it's so great to be back here. I gotta tell you, you're       making it so easy on me and Emma."
Joey,Rachel,"Yeah. And look, I just want you to know that with Rachel staying       here and everything, all my feelings from before are totally over, okay?       And even if they weren't, when you accidentally walk in on a woman using       a breast pump..."
Ross,Rachel,"Sure, I mean, do I wish me and Rachel living together would have       worked out? Of course. You know, I'm disappointed, but it's not like it's       a divorce."
Ross,Rachel,"No, it's not a divorce, it is not a divorce! Anyway, I think Rachel       and I need to, you know, get on with our lives, maybe, maybe start seeing       other people."
Phoebe,Rachel,"Goodie! Thanks. So, how is it living with Rachel again? I mean, apart       from the great food."
Joey,Ross,"I'm fine, I'm fine, it's just, it's just weird what's happening with       her and Ross. You know, yesterday he asked me to fix him up with somebody."
Phoebe,Rachel,"Oh my god, Rachel asked me if I knew anyone for her too."
Rachel,Phoebe,"Well, Phoebe set me up on a date. "
Monica,Ross,"Just figured, 'cause you and Ross are..."
Phoebe,Joey,"Ooh, Joey. "
Phoebe,Ross,"Well, Ross does. What... You're "
Phoebe,Joey,Joey.
Phoebe,Ross,"What if we don't find him somebody else? We'll just tell her the       date's off, but we don't tell Ross, and he goes to the restaurant and gets       stood up!"
Phoebe,Rachel,"Ooh, so this is great! Rachel's gonna have a terrible date, Ross       gets stood up, and then they'll realise how good they have it together."
Phoebe,Ross,"Ooh, so this is great! Rachel's gonna have a terrible date, Ross       gets stood up, and then they'll realise how good they have it together."
Chandler,Don,"No, no, no, no! No, no, no, no! It's okay, it's okay. I didn't go.       Don't cry, it's just a bit! I'm your uncle Chandler"
Monica,Chandler,Chandler!
Rachel,Phoebe,"Phoebe, it's me. I'm going to hunt you down and kill you!"
Monica,Chandler,She's asleep. Chandler?
Chandler,Don,"Don't ask me, I was in there canoodling you!"
Monica,Rachel,"Okay, okay, I'm sure that Rachel came home early and picked up Emma.       You go look across the hall, and I'll call her cell."
Monica,Rachel,"Hey, you better hope that we're pregnant, because one way or another,       we're giving a baby back to Rachel."
Rachel,Don,Don't touch my coat!
Joey,Chandler,Don't you lie to me! I could tell by Chandler's hair. 
Joey,Don,Don't you lie to me! I could tell by Chandler's hair. 
Chandler,Monica,"All right, all right, we were. We were trying to make a baby. Monica's       ovulating."
Joey,Rachel,Hey! It is unacceptable that you two would have sex with Emma in       the next room. I'm gonna have to tell Rachel about this. 
Monica,Joey,"No, please don't. Please, Joey. She will kill us!"
Ross,Monica,Monica told me you had a blind date.
Phoebe,Joey,"Now, wait a minute. So, they're gonna name their first child Joey?"
Phoebe,Rachel,"Oh my god! Look, it's Ross and Rachel. Oh, the plan is working."
Phoebe,Ross,"Oh my god! Look, it's Ross and Rachel. Oh, the plan is working."
Phoebe,Don,"Don't, don't do the plan"
Joey,Ross,"Hey Ross, check this out! "
Joey,Chandler,"Oh, it was a lot of fun right up until Chandler got a finger in the eye!"
Joey,Chandler,Chandler... hey... 
Rachel,Joey,"Joey... are you sure? I mean, I know how much you love him!"
Joey,Rachel,"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount... "
Monica,Phoebe,Hey Phoebe... how you doin'? You feelin' better?
Monica,Ross,"Alright, wait a second, why would Ross tell everyone in your class that you are as...  "
Monica,Phoebe,"Phoebe, that's how it starts. I don't need to eat the cake, I'll just smell the icing... why don't I just eat a little sliver, or, okay, just a slice or two. And next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. Phoebe, honey, I know this is hard. Look, if you talk to him, you're going to wanna see him. And if you see him, you're going to want to get back together with him. I know that's not what you want. "
Monica,Phoebe,"Phoebe, where's your purse?"
Monica,Phoebe,Phoebe come here
Phoebe,Monica,Damn you Monica Geller hyphen Bing!
Rachel,Joey,"Joey, Emma's right here! You promised not to bring girls home in the middle of the day anymore."
Rachel,Joey,"Joey, come on!"
Monica,Phoebe,"So Phoebe, why are there men's shoes by the door."
Phoebe,Monica,"Monica, I really appreciate you checking in on me, but I'm actually feeling a lot better. Yeah, I just kinda want to be alone right now."
Mike,Phoebe,Phoebe called me.
Monica,Phoebe,Phoebe!
Monica,Phoebe,Damnit Phoebe! How did you even call him?
Mike,Phoebe,"Look, if I wanna see Phoebe and she wants to see... "
Chandler,Ross,"Hey, Ross, I just wanted to apologize... "
Chandler,Ross,"Ross, what're you... what're you... what are you doing? "
Chandler,Ross,"Ross, don't press send, don't press se... !"
Joey,Monica,"It's Monica, ok?"
Rachel,Monica,That's not Monica!
Rachel,Joey,Yeah! And she's comforted by him because she loves her uncle Joey so much.
Rachel,Joey,"Oooh... you're sweet, I knew uncle Joey would step up. "
Monica,Phoebe,"Hi, that's what I'm doing for Phoebe!"
Tom,Chandler,"Hi, you're Chandler Bing, right? I'm Tom Gordon, I was in your class."
Tom,Ross,"Thanks... uh... I'm so sorry about Ross, it's... "
Chandler,Tom,"Some guy, Tom Gordon."
Monica,Ross,"So, did you know Ross well?"
Tom,Chandler,"Oh, actually I barely knew him. Yeah, I came because I heard Chandler's news. D'you know if he's seeing anyone?"
Chandler,Monica,"You gave them one day's notice, not everyone in our class checks the web site everyday and Monica... it's probably the way you stand!"
Kori,Ross,Hi. I'm here for Ross Geller's memorial service.
Chandler,Kori Weston,Kori? Kori Weston?
Chandler,Don,"Don't listen to him, he's in a really bad mood! "
Kori,Ross,I can't believe that Ross is gone. It is just so sad.
Chandler,Ross,I didn't know Ross and you were so close.
Ross,Kori Weston,Did you hear that? Kori Weston had a crush on me!!
Ross,Phoebe,"Phoebe, what happened?"
Chandler,Monica,"What? No, I'm taking Monica to a romantic inn in Vermont "
Monica,Ross,Why don't you take Ross?
Rachel,Joey,"Hey Joey, is this the bed where Olivia lost her virginity?"
Director,Joey,"Joey, Joey! We're ready for you!"
Monica,Phoebe,Listen Phoebe...
Rachel,Joey,"Joey, I gotta tell ya, I've been thinking "
Joey,Monica,"Oh, all right, I can ask Monica."
Ross,Chandler,"No, Chandler, you have to find the line between stealing and taking what the hotel owes you. For example"
Rachel,Joey,"Ok, well this is like that...in no way. I had a...I had a dream last night that I wanted to kiss Joey."
Monica,Joey,"I don't know. I mean, you saw him do a love scene, so maybe you don't have a thing for Joey, maybe you have a thing for Drake."
Rachel,Joey,Ah! Well it was Joey reading Drake's lines in the dream...
Phoebe,Monica,"Here, Monica, look what I got to wear when I play at the restaurant "
Monica,Phoebe,"Oh...Phoebe? Maybe I wasn't clear before. I really love listening to your music here, but my restaurant is sort of an upscale place."
Monica,Phoebe,"Phoebe, it's not what you wear. It's sort of your songs... I just don't think you should play at the restaurant anymore."
Monica,Phoebe,"Phoebe, it's not about quantity."
Phoebe,Monica,"Well at least all my songs don't taste like garlic. Yeah, there are other ingredients Monica."
Phoebe,Monica,"You'd better get back in that kitchen Monica, the garlic is not gonna overuse itself."
Rachel,Joey,"Joey, do you have peanut butter on the back of your head?"
Rachel,Joey,"Joey, is this that thing that you do when you say you're bad so I'll give you a compliment?"
Monica,Rachel,"No, no, Rachel?"
Monica,Joey,You wanna fool around with Joey?
Rachel,Don,"Ok, off the top of my head... Don and Janet."
Monica,Rachel,"Rachel, things can get incredibly complicated."
Chandler,Ross,"Yes, but, Ross you"
Joey,Roger,I didn't have to tell you that!! I'm stupider than Jane Rogers!!
Rachel,Joey,"Joey, why wouldn't you invite us to your parties?"
Rachel,Joey,"Oh, Joey, come on! Please, please! Let me come, I will behave, I promise! I will behave! Please, please, please..."
Ross,Rachel,"I'm sorry, Rachel, this is Charlie Wealer, she's a collegue."
Monica,Rachel,"Hey, Rachel, Can"
Monica,Joey,You just wanna stay home so you can make a move on Joey!
Monica,Joey,Joey is having a secret Days Of Our Lives party up on the roof!
Phoebe,Joey,Joey's having a party and he wasn't gonna invite us?
Phoebe,Joey,We know about your party Joey.
Monica,Kyle,Oh my God! Kyle Lowder!
Monica,Kyle Lowder,Oh my God! Kyle Lowder!
Phoebe,Monica,"Monica, you might want to remember that you are married. Where"
Monica,Joey,I guess you have forgotten all about Joey?
Rachel,Chandler,"Yeah, well, I guess I have forgotten about Joey and clearly you've forgotten about Chandler!"
Rachel,Joey,"Yeah, well, I guess I have forgotten about Joey and clearly you've forgotten about Chandler!"
Monica,Chandler,Please... Chandler is the love of my life... 
Ross,Albert,"Ooh... so sad... Still, it can't be easy for you to leave Harvard? Especially after working alongside a Nobel Prize winner like Albert Wintermeyer?"
Ross,Albert,You... you dated Albert Wintermeyer?
Phoebe,Ross,Hey Ross!
Joey,Ross,"Hey Ross, this is one of my co"
Joey,Ross,"Hey Ross, listen, Dirk was wondering about the woman that you brought and if you guys were together, or..."
Joey,Monica,Monica!
Monica,Don,"Don't worry Joe, I won't come next year!"
Rachel,Joey,"Joey, you're so sweet."
Rachel,Joey,"Oh, Very funny... Joey."
Phoebe,Ross,"Hey Ross! So listen, about you and the dinosaur girl, are you really just gonna let a couple of Nobel prizes scare you off? What is that, come on, a piece of paper?"
Phoebe,Devon,"Good for you! And hey, I thought your paper on punctuated equilibrium in the Devonian era was top notch!"
Rachel,Chandler,"Please, what about you and Chandler?"
Rachel,Joey,"I could, I could but I don't want to! I want to kiss Joey!"
Phoebe,Chandler,"Hey, thank you so much for these tickets, Chandler."
Monica,Joey,"It's so weird, how did Joey end up kissing Charlie last night?    I thought you'd end up kissing Charlie."
Rachel,Joey,"I don't know why Joey had to kiss her! I mean, of all the girls    at the party, GOD!"
Monica,Rachel,"Yes Rachel, why"
Phoebe,Joey,"Wow, Joey and a professor! Can you imagine if they had kids    and if the kids got her intelligence and Joey's raw sexual magnetism... Oh,    those nerds will get"
Rachel,Ross,"All right, so... Ross, you're ok with all this? I mean..."
Charlie,Joey,"You know, actually I'm a little surprised to myself. I mean,    Joey is so different from the guys I usually date. I mean, they're all professors,    and intellectuals, and"
Monica,Phoebe,"Oh, you can't show Phoebe this! She hates those corporate massage    chains."
Rachel,Phoebe,"Phoebe, come on, I don't wanna waste it! It would be like throwing    away a hundred bucks!"
Phoebe,Rachel,"I feel really strongly about this, Rachel. Please, don't use    this gift certificate. I'm asking you as a friend."
Rachel,Phoebe,"Oh, not as a friend, Phoebe!! Fine, I won't use it!"
Receptionist,Phoebe,"Phoebe, your next client's in the waiting room."
Joey,Ross,Ross!
Janice,Chandler,"Oh, Chandler, look. You and Monica are meant to have children.    I am sure it's gonna be just fine."
Janice,Monica,"Oh, Chandler, look. You and Monica are meant to have children.    I am sure it's gonna be just fine."
Rachel,Phoebe,"Oh! Phoebe, why did you lie to me about working here?"
Rachel,Phoebe,"Phoebe, honey, if you hate it so much, you should walk out there    right now and quit! Be true to what you believe in! Honey, you have principles    and I"
Ross,Joey,"Yeah? Joey really knows his art, huh?"
Charlie,Joey,"Actually, you know, Joey is your friend, and you don't really    know me that well"
Ross,Joey,"And if you think about it, I mean the reason he memorized all    that stuff is because he thought it was important to you. You    know, that's the kind of guy Joey is."
Monica,Chandler,Chandler?
Receptionist,Phoebe,Good morning Phoebe.
Phoebe,Rachel,Rachel Green? 
Joey,Rachel,"Are you kidding? Rachel loves to shop! And she has great taste! Yeah, she's the one who taught me, you don't wear white after labour day and that you always, always, always have to put on underwear when you're trying on clothes."
Monica,Don,"Don't worry, after a while he'll tune it out."
Rachel,Phoebe,"Hi! Ok, you're ready to go pick up Phoebe and go shopping?"
Chandler,Monica,"Well... there's surrogacy, but Monica has dreamt her whole life of carrying a child, she has felt that watching a surrogate would be... too hard for her."
Joey,Ross,"Come on Ross, be a good guy. Step up and do it!"
Phoebe,Russ,"Ok. Oh good, I'm dating a Russian cab driver. "
Rachel,Melanie,On Melanie Griffith in 
Charlie,Joey,"Yeah! Actually Joey and I are going to the movies tonight, wanna come?"
Rachel,Joey,"I don't know, you know, just the way she waltzed in here all smart, and tall! You know, and just swept Joey off his feet... I mean, nobody else has a chance!"
Rachel,Monica,"Anybody! You, me, you know, Monica's mom..."
Phoebe,Joey,You like Joey?
Rachel,Phoebe,"Shhhhh! Phoebe! All right, look. I have a little thing for him."
Monica,Chandler,"Chandler, this is crazy! What did you even say to him! "
Monica,Chandler,Chandler!
Ross,Joey,"Joey! Hey, I need to talk to Charlie. Is she there?"
Joey,Rachel,No. no... eh... she went shopping with Rachel. Why? What's up?
Joey,Ross,"Fine, I'll rent a car and drive...! Ross, you have to get that job!"
Phoebe,Rachel,"Oh! I'm sorry Rachel, I don't have time for your childish games, ok? I still have to go find something incredible to wear so I can beat Mike at "
Charlie,Joey,No! There's nothing to explain. I heard you. Phoebe likes Joey.
Charlie,Phoebe,No! There's nothing to explain. I heard you. Phoebe likes Joey.
Charlie,Joey,"It's just that... I don't understand it... I mean, Phoebe likes Joey and then she comes here to buy a dress to impress another guy...?"
Charlie,Phoebe,"It's just that... I don't understand it... I mean, Phoebe likes Joey and then she comes here to buy a dress to impress another guy...?"
Rachel,Phoebe,"Yeah! That's Phoebe. That's Phoebe. You know, she just wants them all! It's like she's a nympho!"
Phoebe,David,David?
David,Phoebe,Phoebe! Hi!
Charlie,Phoebe,"Hey, there's Phoebe! Is that Mike she's with?"
Rachel,David,"No, that's David."
Chandler,Ross,"Yeah Ross, I mean... we're excited to hear the speech but the rest of the time we're gonna wanna do, you know, "
